Date,Close,High,Low,Open,Volume,Ticker
,SPY,SPY,SPY,SPY,SPY,
2025-07-11,621.8958129882812,623.1323749024951,619.8116254973129,621.0182411395347,63670200,SPY
2025-07-14,623.08251953125,623.4315275028133,620.0808318567448,621.437057113524,51898500,SPY
2025-07-15,620.419921875,626.1240780025647,620.340126016414,625.7850521197855,74317300,SPY
2025-07-16,622.494140625,623.0027403264891,616.3412163521633,622.0154871960257,88987500,SPY
2025-07-17,626.3035888671875,626.6626398066976,622.4542755061946,622.6736989062512,68885700,SPY
2025-07-18,625.8449096679688,627.7296380152247,624.7280110672211,627.5601250668279,65621600,SPY
2025-07-21,627.0316162109375,629.7939164140192,626.6028123652087,627.0316162109375,63375000,SPY
2025-07-22,627.121337890625,627.9889276793821,624.4587368446605,627.3606646093982,60046300,SPY
2025-07-23,632.4566040039062,632.4566040039062,627.9889485945137,629.8039240942028,70511000,SPY
2025-07-24,632.6659545898438,634.3912129187636,632.2371507469353,632.8454496264281,71307100,SPY
2025-07-25,635.3385620117188,635.8172763273444,633.0848614440556,633.3341702599237,56865400,SPY
2025-07-28,635.1790161132812,636.2759505305676,633.782862430909,635.7175012309004,54917100,SPY
2025-07-29,633.503662109375,636.9042074633194,632.5862227401361,636.5850848856694,60556300,SPY
2025-07-30,632.7058715820312,635.9169397338984,629.7939009526881,634.1617960302962,80418900,SPY
2025-07-31,630.3324584960938,638.0809348105399,629.0260827850975,637.6920593309911,103385200,SPY
2025-08-01,620.0010375976562,624.6083202058907,617.5777633723885,624.5683918435021,140103600,SPY
2025-08-04,629.4249267578125,629.4747763447384,623.8504160518278,623.9401331350132,73218000,SPY
2025-08-05,626.2337646484375,630.8609506236863,625.3063432085271,630.0432104487703,68051400,SPY
2025-08-06,631.030517578125,631.6886660273483,626.3933495625395,627.310788901774,64357500,SPY
2025-08-07,630.501953125,635.2188561282265,627.3706199993678,634.4809118212801,74205800,SPY
2025-08-08,635.4183349609375,635.8870671683993,631.9878433436463,632.3069659204185,64051600,SPY
2025-08-11,634.1618041992188,637.1834561323586,632.9052780831173,635.6975853928571,58742300,SPY
2025-08-12,640.9131469726562,641.0726778368414,635.0294344517399,636.5252873774225,64730800,SPY
2025-08-13,643.1070556640625,644.4034493171588,640.9031438473124,643.1269589799253,60092800,SPY
2025-08-14,643.1668701171875,643.8350006749072,640.5641007895744,641.0128079474052,59327500,SPY
2025-08-15,641.6610717773438,644.3037696191185,640.7436323612244,644.2040095711507,68592500,SPY
2025-08-18,641.5214233398438,642.2195001872421,640.40452473057,641.0826373957427,43804900,SPY
2025-08-19,638.0410766601562,642.3291760201543,636.714736747966,641.341922870885,69750700,SPY
2025-08-20,636.3457641601562,637.89146660832,631.2000571048222,637.6322365737963,88890300,SPY
2025-08-21,633.7928466796875,636.2061389257788,632.057667095043,634.5208697964243,54805800,SPY
2025-08-22,643.52587890625,644.7125912923959,635.4881651988852,635.9967649167205,84083200,SPY
2025-08-25,640.6936645507812,643.505875096025,640.5740011970607,642.2593311060981,51274300,SPY
2025-08-26,643.3762817382812,643.7253506035642,639.7962411945653,640.4245042856638,51581600,SPY
2025-08-27,644.8422241210938,645.580168455503,642.6383123424215,642.7879219740594,48341100,SPY
